Timestamp,Date,Year,Month,Day,Hour,Minute,Second,Millisecond,Price UP ($),Price DOWN ($),UP Bid,UP Ask,DOWN Bid,DOWN Ask,Entry Type,Watch Mode Entry,Paper Mode Entry,Notes
1767867250764,2026-01-08T10:14:10.764Z,2026,1,8,10,14,10,764,0.4350,0.5650,0.4300,0.4400,0.5600,0.5700,,,,
1767867251056,2026-01-08T10:14:11.056Z,2026,1,8,10,14,11,56,0.4450,0.5550,0.4400,0.4500,0.5500,0.5600,,,,
1767867251982,2026-01-08T10:14:11.982Z,2026,1,8,10,14,11,982,0.4550,0.5450,0.4500,0.4600,0.5400,0.5500,,,,
1767867252719,2026-01-08T10:14:12.719Z,2026,1,8,10,14,12,719,0.4500,0.5500,0.4400,0.4600,0.5400,0.5600,,,,
1767867252744,2026-01-08T10:14:12.744Z,2026,1,8,10,14,12,744,0.4450,0.5550,0.4400,0.4500,0.5500,0.5600,,,,
1767867253068,2026-01-08T10:14:13.068Z,2026,1,8,10,14,13,68,0.4500,0.5500,0.4400,0.4600,0.5400,0.5600,,,,
1767867253936,2026-01-08T10:14:13.936Z,2026,1,8,10,14,13,936,0.4450,0.5550,0.4400,0.4500,0.5500,0.5600,,,,
1767867253968,2026-01-08T10:14:13.968Z,2026,1,8,10,14,13,968,0.4500,0.5500,0.4400,0.4600,0.5400,0.5600,,,,
1767867255131,2026-01-08T10:14:15.131Z,2026,1,8,10,14,15,131,0.4450,0.5550,0.4400,0.4500,0.5500,0.5600,,,,
1767867255431,2026-01-08T10:14:15.431Z,2026,1,8,10,14,15,431,0.4400,0.5600,0.4300,0.4500,0.5500,0.5700,,,,
1767867255455,2026-01-08T10:14:15.455Z,2026,1,8,10,14,15,455,0.4350,0.5650,0.4300,0.4400,0.5600,0.5700,,,,
1767867255957,2026-01-08T10:14:15.957Z,2026,1,8,10,14,15,957,0.4300,0.5700,0.4200,0.4400,0.5600,0.5800,,,,
1767867256831,2026-01-08T10:14:16.831Z,2026,1,8,10,14,16,831,0.4250,0.5750,0.4200,0.4300,0.5700,0.5800,,,,
1767867256866,2026-01-08T10:14:16.866Z,2026,1,8,10,14,16,866,0.4300,0.5700,0.4200,0.4400,0.5600,0.5800,,,,
1767867257152,2026-01-08T10:14:17.152Z,2026,1,8,10,14,17,152,0.4250,0.5750,0.4200,0.4300,0.5700,0.5800,,,,
1767867257412,2026-01-08T10:14:17.412Z,2026,1,8,10,14,17,412,0.4300,0.5700,0.4200,0.4400,0.5600,0.5800,,,,
1767867260559,2026-01-08T10:14:20.559Z,2026,1,8,10,14,20,559,0.4350,0.5650,0.4300,0.4400,0.5600,0.5700,,,,
1767867260567,2026-01-08T10:14:20.567Z,2026,1,8,10,14,20,567,0.4400,0.5600,0.4300,0.4500,0.5500,0.5700,,,,
1767867261026,2026-01-08T10:14:21.026Z,2026,1,8,10,14,21,26,0.4350,0.5650,0.4300,0.4400,0.5600,0.5700,,,,
1767867261395,2026-01-08T10:14:21.395Z,2026,1,8,10,14,21,395,0.4400,0.5600,0.4300,0.4500,0.5500,0.5700,,,,
1767867262630,2026-01-08T10:14:22.630Z,2026,1,8,10,14,22,630,0.4350,0.5650,0.4300,0.4400,0.5600,0.5700,,,,
1767867263550,2026-01-08T10:14:23.550Z,2026,1,8,10,14,23,550,0.4400,0.5600,0.4300,0.4500,0.5500,0.5700,,,,
1767867263575,2026-01-08T10:14:23.575Z,2026,1,8,10,14,23,575,0.4450,0.5550,0.4400,0.4500,0.5500,0.5600,,,,
