Timestamp,Date,Year,Month,Day,Hour,Minute,Second,Millisecond,Price UP ($),Price DOWN ($),UP Bid,UP Ask,DOWN Bid,DOWN Ask,Entry Type,Watch Mode Entry,Paper Mode Entry,Notes
1767836663068,2026-01-08T01:44:23.068Z,2026,1,8,1,44,23,68,0.0055,0.9945,0.0010,0.0100,0.9900,0.9990,,,,
1767836697481,2026-01-08T01:44:57.481Z,2026,1,8,1,44,57,481,0.0100,0.9995,,0.0010,0.9990,1.0000,,,,
1767836724931,2026-01-08T01:45:24.931Z,2026,1,8,1,45,24,931,0.3950,0.6050,0.3900,0.4000,0.6000,0.6100,,,,
1767836734912,2026-01-08T01:45:34.912Z,2026,1,8,1,45,34,912,0.3900,0.6100,0.3800,0.4000,0.6000,0.6200,,,,
1767836734933,2026-01-08T01:45:34.933Z,2026,1,8,1,45,34,933,0.3850,0.6150,0.3800,0.3900,0.6100,0.6200,,,,
1767836735005,2026-01-08T01:45:35.005Z,2026,1,8,1,45,35,5,0.3800,0.6200,0.3700,0.3900,0.6100,0.6300,,,,
1767836735073,2026-01-08T01:45:35.073Z,2026,1,8,1,45,35,73,0.3850,0.6150,0.3800,0.3900,0.6100,0.6200,,,,
1767836735079,2026-01-08T01:45:35.079Z,2026,1,8,1,45,35,79,0.3800,0.6200,0.3700,0.3900,0.6100,0.6300,,,,
1767836735084,2026-01-08T01:45:35.084Z,2026,1,8,1,45,35,84,0.3750,0.6250,0.3600,0.3900,0.6100,0.6400,,,,
1767836735215,2026-01-08T01:45:35.215Z,2026,1,8,1,45,35,215,0.3700,0.6300,0.3600,0.3800,0.6200,0.6400,,,,
1767836735218,2026-01-08T01:45:35.218Z,2026,1,8,1,45,35,218,0.3650,0.6350,0.3600,0.3700,0.6300,0.6400,,,,
1767836735372,2026-01-08T01:45:35.372Z,2026,1,8,1,45,35,372,0.3450,0.6550,0.3400,0.3500,0.6500,0.6600,,,,
1767836735557,2026-01-08T01:45:35.557Z,2026,1,8,1,45,35,557,0.3500,0.6500,0.3400,0.3600,0.6400,0.6600,,,,
1767836735563,2026-01-08T01:45:35.563Z,2026,1,8,1,45,35,563,0.3450,0.6550,0.3400,0.3500,0.6500,0.6600,,,,
1767836738332,2026-01-08T01:45:38.332Z,2026,1,8,1,45,38,332,0.3400,0.6600,0.3300,0.3500,0.6500,0.6700,,,,
1767836738352,2026-01-08T01:45:38.352Z,2026,1,8,1,45,38,352,0.3450,0.6550,0.3400,0.3500,0.6500,0.6600,,,,
1767836743115,2026-01-08T01:45:43.115Z,2026,1,8,1,45,43,115,0.3500,0.6500,0.3400,0.3600,0.6400,0.6600,,,,
1767836743158,2026-01-08T01:45:43.158Z,2026,1,8,1,45,43,158,0.3550,0.6450,0.3500,0.3600,0.6400,0.6500,,,,
1767836743274,2026-01-08T01:45:43.274Z,2026,1,8,1,45,43,274,0.3600,0.6400,0.3500,0.3700,0.6300,0.6500,,,,
1767836743303,2026-01-08T01:45:43.303Z,2026,1,8,1,45,43,303,0.3650,0.6350,0.3600,0.3700,0.6300,0.6400,,,,
1767836743335,2026-01-08T01:45:43.335Z,2026,1,8,1,45,43,335,0.3700,0.6300,0.3600,0.3800,0.6200,0.6400,,,,
1767836743362,2026-01-08T01:45:43.362Z,2026,1,8,1,45,43,362,0.3750,0.6250,0.3700,0.3800,0.6200,0.6300,,,,
1767836743536,2026-01-08T01:45:43.536Z,2026,1,8,1,45,43,536,0.3800,0.6200,0.3700,0.3900,0.6100,0.6300,,,,
1767836743546,2026-01-08T01:45:43.546Z,2026,1,8,1,45,43,546,0.3850,0.6150,0.3800,0.3900,0.6100,0.6200,,,,
1767836743609,2026-01-08T01:45:43.609Z,2026,1,8,1,45,43,609,0.3950,0.6050,0.3900,0.4000,0.6000,0.6100,,,,
1767836743638,2026-01-08T01:45:43.638Z,2026,1,8,1,45,43,638,0.4050,0.5950,0.4000,0.4100,0.5900,0.6000,,,,
1767836744274,2026-01-08T01:45:44.274Z,2026,1,8,1,45,44,274,0.4150,0.5850,0.4100,0.4200,0.5800,0.5900,,,,
1767836746385,2026-01-08T01:45:46.385Z,2026,1,8,1,45,46,385,0.4200,0.5800,0.4100,0.4300,0.5700,0.5900,,,,
1767836746400,2026-01-08T01:45:46.400Z,2026,1,8,1,45,46,400,0.4250,0.5750,0.4100,0.4400,0.5600,0.5900,,,,
1767836746412,2026-01-08T01:45:46.412Z,2026,1,8,1,45,46,412,0.4300,0.5700,0.4200,0.4400,0.5600,0.5800,,,,
1767836746421,2026-01-08T01:45:46.421Z,2026,1,8,1,45,46,421,0.4350,0.5650,0.4200,0.4500,0.5500,0.5800,,,,
1767836746423,2026-01-08T01:45:46.423Z,2026,1,8,1,45,46,423,0.4400,0.5600,0.4300,0.4500,0.5500,0.5700,,,,
1767836746553,2026-01-08T01:45:46.553Z,2026,1,8,1,45,46,553,0.4450,0.5550,0.4400,0.4500,0.5500,0.5600,,,,
1767836746598,2026-01-08T01:45:46.598Z,2026,1,8,1,45,46,598,0.4500,0.5500,0.4400,0.4600,0.5400,0.5600,,,,
1767836746736,2026-01-08T01:45:46.736Z,2026,1,8,1,45,46,736,0.4650,0.5350,0.4600,0.4700,0.5300,0.5400,,,,
1767836746916,2026-01-08T01:45:46.916Z,2026,1,8,1,45,46,916,0.4750,0.5250,0.4700,0.4800,0.5200,0.5300,,,,
1767836747018,2026-01-08T01:45:47.018Z,2026,1,8,1,45,47,18,0.4700,0.5300,0.4600,0.4800,0.5200,0.5400,,,,
1767836747031,2026-01-08T01:45:47.031Z,2026,1,8,1,45,47,31,0.4750,0.5250,0.4600,0.4900,0.5100,0.5400,,,,
1767836747059,2026-01-08T01:45:47.059Z,2026,1,8,1,45,47,59,0.4800,0.5200,0.4700,0.4900,0.5100,0.5300,,,,
1767836747143,2026-01-08T01:45:47.143Z,2026,1,8,1,45,47,143,0.4850,0.5150,0.4700,0.5000,0.5000,0.5300,,,,
1767836747144,2026-01-08T01:45:47.144Z,2026,1,8,1,45,47,144,0.4800,0.5200,0.4700,0.4900,0.5100,0.5300,,,,
1767836747147,2026-01-08T01:45:47.147Z,2026,1,8,1,45,47,147,0.4850,0.5150,0.4800,0.4900,0.5100,0.5200,,,,
1767836747205,2026-01-08T01:45:47.205Z,2026,1,8,1,45,47,205,0.4900,0.5100,0.4800,0.5000,0.5000,0.5200,,,,
1767836747216,2026-01-08T01:45:47.216Z,2026,1,8,1,45,47,216,0.4850,0.5150,0.4800,0.4900,0.5100,0.5200,,,,
